0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,dim,budget,noise,convex,separable,multimodal
113.45069885253906,148.4484405517578,78.95176696777344,133.11802673339844,90.97284698486328,235.2799072265625,164.38485717773438,50.86570358276367,88.55584716796875,75.29938507080078,99.38985443115234,217.5475311279297,146.96644592285156,193.97360229492188,95.68153381347656,109.3387222290039,30.79547119140625,100.14962005615234,209.7819061279297,97.29813385009766,178.28369140625,148.1698760986328,9.098852157592773,128.3212890625,174.113525390625,206.55075073242188,34.719207763671875,173.55764770507812,84.86508178710938,124.62469482421875,2,2000,0,1,1,0
106.0497817993164,224.46719360351562,122.00300598144531,28.111507415771484,158.62290954589844,98.81626892089844,191.82614135742188,120.92913055419922,44.99155807495117,114.18658447265625,60.03435516357422,208.6605682373047,99.78421020507812,166.08753967285156,206.89979553222656,56.82259750366211,129.41558837890625,10.93213939666748,133.29087829589844,101.38108825683594,187.1963653564453,245.8799591064453,118.74237060546875,46.666358947753906,211.73536682128906,126.78658294677734,102.91130065917969,170.277587890625,56.20182418823242,78.75064086914062,2,1717,0,1,1,0
213.03382873535156,169.96253967285156,163.37759399414062,56.557579040527344,162.8707275390625,51.58864974975586,126.29385375976562,128.9852752685547,172.3732452392578,76.32394409179688,119.7712631225586,228.09722900390625,94.89432525634766,111.00956726074219,13.954581260681152,257.72247314453125,38.44979476928711,136.10528564453125,40.13046646118164,121.5197982788086,81.37200164794922,65.55010223388672,101.23011779785156,128.3848114013672,149.14210510253906,182.6874237060547,173.8386993408203,219.30516052246094,21.791545867919922,123.67510986328125,2,1857,0,1,1,0
40.0761833190918,145.036865234375,190.00694274902344,99.23214721679688,145.41954040527344,200.06492614746094,117.86992645263672,155.82395935058594,113.1309814453125,151.0233154296875,168.63665771484375,162.59059143066406,104.32959747314453,86.02594757080078,220.4396514892578,205.54281616210938,67.93749237060547,99.28012084960938,188.8006134033203,81.49388885498047,62.996612548828125,67.72701263427734,90.23141479492188,130.44549560546875,147.62789916992188,33.10329818725586,57.469947814941406,120.97529602050781,180.9794464111328,100.68983459472656,2,923,0,1,1,0
199.664306640625,86.4033432006836,68.32233428955078,129.27293395996094,70.28561401367188,19.724966049194336,109.31765747070312,75.38619232177734,78.68281555175781,39.6257438659668,184.67208862304688,168.89181518554688,70.6872329711914,120.76236724853516,175.48463439941406,165.71632385253906,101.85626220703125,222.65283203125,82.54409790039062,93.27082824707031,129.6800079345703,137.9821319580078,211.4027099609375,186.49349975585938,65.42758178710938,45.19794845581055,156.74388122558594,106.26420593261719,217.8638458251953,243.8834686279297,2,816,0,1,1,0
156.40310668945312,132.65293884277344,30.183818817138672,88.38920593261719,44.46668243408203,77.60662841796875,42.27227783203125,45.92292022705078,67.01692962646484,38.657920837402344,101.23099517822266,225.81784057617188,180.8939971923828,183.3389434814453,109.28173828125,80.75675201416016,189.646728515625,216.247314453125,65.00923156738281,38.71151351928711,196.0110626220703,101.12970733642578,187.1502685546875,161.9878387451172,218.9977264404297,147.37770080566406,93.13232421875,226.60057067871094,221.8179168701172,58.18049621582031,2,149,0,1,1,0
145.0170135498047,112.25328826904297,60.12672805786133,150.828857421875,193.43106079101562,49.53730773925781,147.0063018798828,114.86034393310547,59.61250686645508,253.38954162597656,247.5896453857422,170.82603454589844,233.70777893066406,95.38890075683594,161.77207946777344,89.96920013427734,20.28644561767578,67.07137298583984,56.050010681152344,144.52902221679688,167.70709228515625,186.8212127685547,171.04603576660156,30.25493049621582,84.52867126464844,40.26683044433594,145.73895263671875,101.7525405883789,96.7630386352539,153.03953552246094,2,270,0,1,1,0
86.07266998291016,250.7179412841797,145.48670959472656,62.901153564453125,54.459075927734375,68.5394287109375,51.45486068725586,199.6743621826172,91.79605865478516,99.06768035888672,184.3291778564453,65.73048400878906,207.54600524902344,147.6332244873047,183.12667846679688,96.50230407714844,49.95714569091797,91.82962799072266,66.93549346923828,144.59898376464844,95.40436553955078,267.021484375,115.55477905273438,224.14315795898438,64.5840835571289,224.74794006347656,162.7776641845703,36.80924987792969,147.77218627929688,37.53697967529297,2,1265,0,1,1,0
208.4471893310547,176.6623077392578,106.10948181152344,43.12364959716797,67.44586181640625,81.0007095336914,222.80450439453125,93.44563293457031,140.81619262695312,99.34121704101562,197.7525177001953,149.7960968017578,168.243408203125,105.08341217041016,147.46566772460938,143.8455352783203,184.107421875,50.506900787353516,162.5321807861328,170.46949768066406,45.80295181274414,172.4591522216797,29.991939544677734,51.84755325317383,102.45734405517578,148.5623779296875,58.60871505737305,219.74136352539062,167.9757080078125,18.973331451416016,2,560,0,1,1,0
46.97184753417969,120.7933349609375,144.9080047607422,117.67790985107422,124.90713500976562,92.71465301513672,207.42726135253906,125.36494445800781,149.89991760253906,185.8693084716797,43.9216423034668,176.5865478515625,129.6360321044922,29.915555953979492,19.137184143066406,91.63471221923828,32.003143310546875,116.03790283203125,240.5823211669922,151.82997131347656,51.157249450683594,219.77346801757812,134.3605499267578,104.2646713256836,145.48265075683594,83.62760925292969,203.80960083007812,166.24351501464844,77.67562866210938,206.06857299804688,2,1391,0,1,1,0
